momentum,val_loss,val_accuracy
0.0,2.1673965454101562,0.49813559651374817
0.8,1.4721760749816895,0.6238983273506165
0.9,1.4822757244110107,0.6257627010345459
0.95,1.5842626094818115,0.6203389763832092
0.99,1.6799468994140625,0.6069491505622864
