momentum,val_loss,val_accuracy
0.0,2.188965082168579,0.493559330701828
0.8,1.5036503076553345,0.6162711977958679
0.9,1.508662462234497,0.6238983273506165
0.95,1.5048754215240479,0.6347457766532898
0.99,1.5628021955490112,0.6216949224472046
